PGM_ID,PGM_MEI,SYS_BNR_CD,KOTEI_CD,PGM_KBN,CLS_MEI,PATH,PRM,PRM_CHR,OYA_PGM_ID,OUT_JUN,UDT_DTI,UDT_USR,UDT_PGM,UDT_TRM,KNR_BNR_KBN
PRCI10XF,・t・B・・・^・・・・・・・ﾍ,PRD, ,F,Toray.Eleco.Process.PRCI100F, ,0, ,COM0020M,6,7/1/2009,XXXXXX,MAN,ZZZZZ, 
